keyword,importance,ableton_train,flstudio_train,ableton_test,flstudio_test
weird,0.0005568443667220986,0.029187562688064193,0.03480911132499198,0.030543677458766034,0.03809833930315858
suggestion,0.0005550428295696062,0.034102306920762285,0.03144048764837985,0.03767053553247811,0.028980788016932595
buy,0.0005520082660345594,0.03941825476429288,0.03288418350978505,0.03807778456526166,0.032888309996743734
50,0.0005496327978027112,0.01965897693079238,0.012512030798845043,0.017511708409692527,0.013350700097688049
basically,0.0005476379107560305,0.043931795386158476,0.04266923323708694,0.04540826715536551,0.03614457831325301
quite,0.0005471958700692061,0.03219658976930792,0.02935514918190568,0.0354306658521686,0.03353956366004559
fx,0.0005462125966038795,0.029287863590772317,0.018126403593198587,0.0285074322948483,0.01660696841419733
high,0.0005403526933662546,0.02502507522567703,0.02438241899262111,0.026063938098147017,0.02637577336372517
sorry,0.0005384342064888427,0.028786359077231694,0.0301572024382419,0.028914681327631846,0.029957668511885378
thinking,0.0005378087447723328,0.037412236710130393,0.023419955085017645,0.0362451639177357,0.028655161185281667
cool,0.0005376709210220066,0.02116349047141424,0.019249278152069296,0.02219507228670332,0.014978834255942689
moving,0.0005370553040078249,0.02617853560682046,0.017965992941931345,0.01995520260639381,0.01953760989905568
bpm,0.0005356769754413201,0.026880641925777334,0.032402951555983314,0.026471187130930565,0.03874959296646044
probably,0.0005351186173356741,0.030391173520561685,0.029194738530638434,0.03176542455711668,0.028655161185281667
understand,0.0005343121361792675,0.024022066198595787,0.019249278152069296,0.023925880676033396,0.021002930641484858
normal,0.0005339668450928502,0.016399197592778334,0.021094000641642605,0.01802076970067196,0.020840117225659396
changing,0.0005323417401603137,0.025877632898696087,0.02775104266923324,0.03319079617185909,0.02832953435363074
stop,0.0005321381280536069,0.03029087261785356,0.034167468719923,0.02972917939319894,0.03402800390752198
novation,0.0005319500909440654,0.027582748244734202,0.007218479307025986,0.020973325188352678,0.0081406707912732
bad,0.0005314395668343374,0.023069207622868605,0.036252807186397173,0.018529830991651394,0.029306414848583522
recommend,0.0005190201866649626,0.020611835506519557,0.014116137311517485,0.018835267766239054,0.01742103549332465
wanna,0.0005184509189659135,0.016649949849548647,0.030317613089509143,0.01486458969659947,0.030608922175187236
multiple,0.000518336646964495,0.044433299899699095,0.04122553737568174,0.05172062716351049,0.03614457831325301
difference,0.0005173743756990366,0.025977933801404212,0.01973051010587103,0.031154551007941355,0.022468251383914034
ago,0.0005168286832618273,0.03791374122367101,0.03994225216554379,0.047037263286499695,0.04168023445131879
usb,0.0005164762748565964,0.06950852557673019,0.03593198588386269,0.06760333944206882,0.03451644415499837
creating,0.0005143082345375765,0.025275827482447343,0.017645171639396856,0.026674811647322338,0.021165744057310323
driver,0.0005137315813543628,0.0600802407221665,0.04202759063201797,0.06271635104866626,0.03809833930315858
random,0.0005136777305356019,0.020210631895687062,0.017244145011228746,0.017918957442476072,0.018886356235753826
certain,0.0005134263620739798,0.034102306920762285,0.03176130895091434,0.028303807778456525,0.02963204168023445
share,0.0005087418708700858,0.02848545636910732,0.020372152710940006,0.028100183262064753,0.0162813415825464
library,0.0005086043928966155,0.04172517552657974,0.023099133782483156,0.03909590714722053,0.02181699772061218
arturia,0.0005061761582064932,0.0362086258776329,0.015239011870388194,0.03319079617185909,0.0185607294041029
playback,0.0005055430459278332,0.03831494483450351,0.02277831247994867,0.030950926491549582,0.022468251383914034
played,0.0005052422851528837,0.027582748244734202,0.02855309592556946,0.02911830584402362,0.02800390752197981
released,0.0005045894126397836,0.014744232698094283,0.007539300609560475,0.010995723885155772,0.004233148811462064
check,0.0005035122301685628,0.017352056168505516,0.01700352903432788,0.01832620647525962,0.014816020840117225
general,0.0005015640159962974,0.017753259779338015,0.023099133782483156,0.0177153329260843,0.020514490394008468
edit,0.0004994377726417656,0.015872617853560683,0.02390118703881938,0.015424557116676847,0.022061217844350375
download,0.0004992081321102361,0.03420260782347041,0.03440808469682387,0.0330889839136632,0.03337675024422013
left,0.0004981417085056287,0.03560682046138415,0.03657362848893166,0.030950926491549582,0.04233148811462065
usually,0.0004978947724872142,0.02778335005015045,0.02935514918190568,0.028100183262064753,0.03386519049169651
explain,0.0004974492928640957,0.0156469408224674,0.02277831247994867,0.016086336794950112,0.01986323673070661
write,0.0004971791712396447,0.013841524573721163,0.01700352903432788,0.015068214212991244,0.00976880494952784
monitor,0.0004971305528715137,0.03189568706118355,0.016522297080526147,0.030950926491549582,0.021002930641484858
anybody,0.0004970215053359317,0.02708124373119358,0.031921719602181584,0.028914681327631846,0.0348420709866493
lower,0.0004962809571092946,0.016148445336008024,0.02197625922361245,0.01812258195886785,0.028655161185281667
kit,0.0004951038778642423,0.02708124373119358,0.024222008341353865,0.02504581551618815,0.03744708563985672
akai,0.0004950459628791743,0.022868605817452356,0.02518447224895733,0.02687843616371411,0.02800390752197981
launch,0.0004942481517830661,0.030625208960213975,0.004972730189284569,0.027760809068078464,0.003147726039292304
amp,0.0004936709341746942,0.07685055165496489,0.07927494385627205,0.07957646100590511,0.0692282644089873
trouble,0.0004928715015000694,0.023871614844533602,0.02165543792107796,0.025860313581755244,0.02149137088896125
listening,0.0004908308487117552,0.009327983951855566,0.017163939685595122,0.008348605172062717,0.008791924454575058
available,0.0004906990320093471,0.021664994984954864,0.012672441450112287,0.02443494196701283,0.009443178117876913
today,0.0004905549933146851,0.025877632898696087,0.034327879371190244,0.02504581551618815,0.027678280690328884
single,0.0004877883228687124,0.03861584754262788,0.03464870067372473,0.03319079617185909,0.02963204168023445
solution,0.0004876008396693133,0.04974924774322969,0.04459416105229387,0.05945835878639788,0.03907521979811136
velocity,0.00048601688885719534,0.024674022066198596,0.020692974013474495,0.023620443901445735,0.01953760989905568
default,0.0004850833233725155,0.04603811434302909,0.03545075393006095,0.041946650376705356,0.035818951481602086
super,0.00048473787516033835,0.02958876629889669,0.02406159769008662,0.03034005294237426,0.02181699772061218
individual,0.00048448594155387365,0.025476429287863592,0.01748476098812961,0.03013642842598249,0.014978834255942689
installed,0.0004834984806834584,0.02331995987963892,0.023339749759384024,0.026776623905518226,0.022305437968088572
mouse,0.00048328621746362955,0.02437311935807422,0.02021174205967276,0.022805945835878638,0.015955714750895474
wave,0.0004828058309032605,0.01678368438649281,0.01427654796278473,0.015679087762166564,0.015304461087593618
anymore,0.00048278950171986136,0.017953861584754264,0.02438241899262111,0.01995520260639381,0.02149137088896125
automate,0.0004819317927982231,0.018856569709127382,0.02277831247994867,0.015475463245774791,0.017258222077499184
wrong,0.0004819097136815584,0.04012036108324975,0.04876483798524222,0.04276114844227245,0.04786714425268642
course,0.000480492825252499,0.030992978936810432,0.01860763554700032,0.03034005294237426,0.022142624552263106
range,0.0004804567449123569,0.029388164493480442,0.012512030798845043,0.034684042625398766,0.011071312276131553
happens,0.00048033384007636556,0.034302908726178534,0.03529034327879371,0.03380166972103441,0.03516769781830023
drag,0.0004799647501892573,0.0220160481444333,0.02390118703881938,0.022093260028507433,0.022793878215564962
happening,0.00047982339106343163,0.02848545636910732,0.028873917228103944,0.032376298106292,0.02377075871051775
level,0.00047943878070483596,0.03911735205616851,0.028713506576836703,0.03950315618000407,0.035818951481602086
buffer,0.0004781416275417865,0.03811434302908726,0.02213666987487969,0.04907350845041743,0.02832953435363074
minute,0.0004775309752996658,0.025677031093279838,0.02085338466474174,0.02728568519649766,0.02181699772061218
snare,0.0004772115781661917,0.022668004012036107,0.02390118703881938,0.01873345550804317,0.03191142950179095
original,0.0004729265412368878,0.023269809428284854,0.032402951555983314,0.02504581551618815,0.035493324649951155
design,0.0004719971984261589,0.0160481444332999,0.012993262752646775,0.017918957442476072,0.015304461087593618
interested,0.0004709661561976931,0.021865596790371113,0.015559833172922682,0.02402769293422928,0.017909475740801043
pop,0.0004707610808280829,0.022868605817452356,0.02935514918190568,0.022398696803095093,0.027678280690328884
party,0.0004650649405793267,0.022066198595787363,0.024863650946422844,0.024842190999796374,0.014001953760989906
linked,0.00046056630637283366,0.006820461384152457,0.013795316008982997,0.005294237426186113,0.013350700097688049
drop,0.00046049147507143043,0.03029087261785356,0.03128007699711261,0.0362451639177357,0.03223705633344188
noticed,0.0004593784274025982,0.02868605817452357,0.03336541546358678,0.03135817552433313,0.03191142950179095
size,0.0004582139355416469,0.03821464393179538,0.017965992941931345,0.05436774587660354,0.015955714750895474
annoying,0.0004573579196704277,0.023871614844533602,0.02710940006416426,0.019547953573610263,0.02963204168023445
logic,0.0004571174009850508,0.037713139418254764,0.013795316008982997,0.032376298106292,0.012048192771084338
select,0.00045561728843701354,0.025075225677031094,0.022617901828681425,0.026199687775741533,0.022685335938347987
seen,0.0004552018952372934,0.029187562688064193,0.02903432787937119,0.02972917939319894,0.02474763920547053
small,0.00045194022045465075,0.024272818455366097,0.016361886429258902,0.0246385664834046,0.017583848909150115
worked,0.00045180466206193,0.02657973921765296,0.026467757459095284,0.028303807778456525,0.027352653858677956
ask,0.0004515651366877841,0.015220661985957874,0.01507860121912095,0.014966401954795358,0.016444154998371867
close,0.0004491768034927935,0.024874623871614845,0.030478023740776388,0.020973325188352678,0.025398892868772387
matter,0.0004478471372655033,0.0283851554663992,0.029996791786974654,0.028100183262064753,0.028655161185281667
perfect,0.0004473597473863805,0.014092276830491475,0.01700352903432788,0.014355528405620037,0.016932595245848257
sampler,0.00044718875341851145,0.026680040120361084,0.01828681424446583,0.03013642842598249,0.013676326929338978
starting,0.00044646837565536624,0.026880641925777334,0.024222008341353865,0.02789655874567298,0.01823510257245197
heard,0.00044480275309280996,0.01725175526579739,0.023099133782483156,0.020769700671960906,0.021165744057310323
couple,0.00044161820051703685,0.030391173520561685,0.03224254090471607,0.03339442068825087,0.024422012373819604
frequency,0.00043664498316053576,0.027181544633901704,0.030798845043310877,0.02504581551618815,0.03321393682839466
drive,0.00043621012333791174,0.05792377131394182,0.043551491819056785,0.057116676847892484,0.03858677955063497
launchkey,0.0004359030670467772,0.025977933801404212,0.005614372794353545,0.021991447770311544,0.0026050146532074245
step,0.0004333532875067832,0.0350050150451354,0.026788578761629774,0.0362451639177357,0.03907521979811136
coming,0.00043310024201896337,0.03069207622868606,0.023419955085017645,0.028100183262064753,0.02181699772061218
sub,0.0004330983870428815,0.022266800401203612,0.02197625922361245,0.01812258195886785,0.025398892868772387
mk2,0.0004329293828933278,0.02497492477432297,0.00657683670195701,0.020362451639177357,0.006186909801367633
big,0.00043271618603089624,0.03149448345035105,0.022938723131215914,0.03461616778660151,0.023445131878866817
worth,0.0004326597023581218,0.025075225677031094,0.02005133140840552,0.02117694970474445,0.016932595245848257
plugins,0.00043250047835205,0.008224674022066199,0.01700352903432788,0.008348605172062717,0.013676326929338978
nice,0.000431208294765943,0.025275827482447343,0.021815848572345205,0.023620443901445735,0.024096385542168676
short,0.00043005188475990605,0.02136409227683049,0.02045235803657363,0.022093260028507433,0.018397915988277433
auto,0.0004295661998697873,0.030651955867602807,0.03676612127045236,0.02781510893911627,0.03158580267014002
achieve,0.00042881814807895093,0.0156469408224674,0.016522297080526147,0.020362451639177357,0.020188863562357537
title,0.00042696133864943695,0.018956870611835507,0.022297080526146935,0.019547953573610263,0.020188863562357537
focusrite,0.00042528886759996524,0.044633901705115345,0.02053256336220725,0.03176542455711668,0.020188863562357537
curious,0.00042466832862928005,0.020461384152457372,0.01427654796278473,0.021787823253919772,0.016932595245848257
happened,0.0004227575476850885,0.01624874623871615,0.02550529355149182,0.017511708409692527,0.02149137088896125
produce,0.0004224190949586191,0.027582748244734202,0.0519730510105871,0.023518631643249847,0.049658091826766525
update,0.0004222413294388304,0.030641925777331994,0.031119666345845363,0.03481979230299328,0.026212959947899708
opened,0.0004220004245763812,0.018254764292878634,0.02358036573628489,0.017918957442476072,0.019211983067404754
month,0.0004215832476750232,0.03841524573721163,0.03657362848893166,0.03461616778660151,0.04265711494627157
trial,0.00042144688810209123,0.040421263791374125,0.03336541546358678,0.047037263286499695,0.02963204168023445
loud,0.0004211121469252741,0.015446339017051154,0.01860763554700032,0.01364284259824883,0.02800390752197981
cause,0.00042003571835978916,0.02617853560682046,0.026467757459095284,0.024231317450621053,0.03321393682839466
finding,0.0004189510896077683,0.016349047141424274,0.014436958614051972,0.015271838729383017,0.011722565939433409
screen,0.0004182490629238056,0.0354062186559679,0.02903432787937119,0.031561800040724904,0.02474763920547053
learning,0.0004175993822424898,0.027482447342026078,0.030798845043310877,0.03522704133577683,0.029306414848583522
quick,0.0004166169104092883,0.018756268806419257,0.014517163939685595,0.018529830991651394,0.014327580592640833
hip,0.0004164131392208664,0.005616850551654965,0.01507860121912095,0.005905110975361434,0.013025073266037121
solo,0.00041638382009376497,0.027181544633901704,0.018768046198267566,0.02219507228670332,0.015304461087593618
16,0.0004161134795353868,0.0283851554663992,0.00930381777350016,0.029016493585827734,0.008466297622924128
value,0.0004148364534043711,0.043931795386158476,0.01940968880333654,0.032376298106292,0.015630087919244546
recommendation,0.0004148150713736214,0.02106318956870612,0.012832852101379532,0.0177153329260843,0.018886356235753826
macro,0.0004143446836740378,0.029087261785356068,0.004170676932948348,0.03176542455711668,0.004558775643112993
feedback,0.0004135976712470113,0.018655967903711133,0.02085338466474174,0.02219507228670332,0.020840117225659396
main,0.000413050964641783,0.021013039117352056,0.019249278152069296,0.02127876196294034,0.016932595245848257
hour,0.0004102469126761297,0.025777331995987963,0.028071863971767724,0.026674811647322338,0.023445131878866817
completely,0.0004097765055690749,0.029187562688064193,0.03480911132499198,0.032376298106292,0.03191142950179095
beginning,0.0004081712203540156,0.0156469408224674,0.01940968880333654,0.016289961311341885,0.02149137088896125
tune,0.0004079887800126568,0.01123370110330993,0.01860763554700032,0.01170840969252698,0.014327580592640833
browser,0.0004076574006217813,0.017953861584754264,0.020372152710940006,0.02504581551618815,0.018886356235753826
appreciate,0.00040742571993028867,0.05045135406218656,0.04988771254411293,0.05100794135613928,0.04786714425268642
length,0.0004071390869967615,0.022367101303911736,0.01940968880333654,0.021991447770311544,0.02507326603712146
stretch,0.0004060945155220416,0.006218655967903711,0.013474494706448507,0.005905110975361434,0.009443178117876913
said,0.0004054663421879081,0.022266800401203612,0.026146936156560795,0.025453064548971695,0.025724519700423314
30,0.00040427179718487306,0.02106318956870612,0.01427654796278473,0.027082060680105886,0.0162813415825464
asio4all,0.00040339798948399073,0.01835506519558676,0.02710940006416426,0.023213194868662187,0.022793878215564962
real,0.00040336012806227483,0.111283851554664,0.1177414180301572,0.10720830788026879,0.11299251058287203
result,0.000402510761018692,0.021965897693079238,0.0247032402951556,0.02341681938505396,0.022793878215564962
week,0.00040159877310193205,0.03570712136409228,0.02390118703881938,0.03481979230299328,0.02377075871051775
properly,0.0004007076050992493,0.02136409227683049,0.023099133782483156,0.020973325188352678,0.025724519700423314
demo,0.00039954694763023136,0.016549648946840523,0.02213666987487969,0.01588271227855834,0.01823510257245197
cable,0.00039888057955411596,0.028585757271815445,0.011549566891241578,0.02219507228670332,0.015955714750895474
away,0.0003978898305568352,0.02086258776328987,0.02085338466474174,0.022398696803095093,0.015630087919244546
answer,0.00039738613984254136,0.03159478435305918,0.024542829643888354,0.03441254327020973,0.025724519700423314
manually,0.0003968165668963507,0.028585757271815445,0.023740776387552134,0.023620443901445735,0.020188863562357537
filter,0.00039555286379684874,0.03029087261785356,0.02662816811036253,0.029932803909590716,0.022468251383914034
mono,0.0003947169778530307,0.020962888665997995,0.014918190567853706,0.013031969049073508,0.023445131878866817
mind,0.00039469882377289774,0.0160481444332999,0.01748476098812961,0.014457340663815923,0.017258222077499184
gain,0.000393425402102513,0.02457372116349047,0.018126403593198587,0.0285074322948483,0.022142624552263106
100,0.0003933144610029893,0.028284854563691075,0.028873917228103944,0.0285074322948483,0.02474763920547053
house,0.00039322248615176954,0.014142427281845537,0.012832852101379532,0.01486458969659947,0.009443178117876913
came,0.0003928076304493672,0.022367101303911736,0.019249278152069296,0.02056607615556913,0.015304461087593618
automatically,0.00039048454072967303,0.03009027081243731,0.02245749117741418,0.026063938098147017,0.025398892868772387
switching,0.00038986994603763857,0.016649949849548647,0.010907924286172602,0.01710445937690898,0.009117551286225985
exactly,0.00038878766586065766,0.022868605817452356,0.01860763554700032,0.023009570352270414,0.0185607294041029
style,0.0003872632516354122,0.013239719157472418,0.014757779916586462,0.023009570352270414,0.015955714750895474
support,0.0003870119591837298,0.0312938816449348,0.019570099454603786,0.03196904907350845,0.014978834255942689
sounding,0.0003864774737885757,0.01424272818455366,0.021815848572345205,0.01486458969659947,0.018886356235753826
function,0.00038528585328157823,0.033901705115346036,0.02005133140840552,0.031561800040724904,0.014327580592640833
space,0.0003851194185845814,0.03119358074222668,0.023740776387552134,0.02626756261453879,0.020840117225659396
reference,0.00038378825749221286,0.024674022066198596,0.007779916586461341,0.02820199552026064,0.007977857375447737
downloaded,0.00038341337862721176,0.030190571715145435,0.03400705806865576,0.02911830584402362,0.03126017583848909
section,0.0003830897077278824,0.027582748244734202,0.02406159769008662,0.03257992262268377,0.02963204168023445
stereo,0.0003825365691175807,0.02357071213640923,0.02406159769008662,0.01710445937690898,0.028980788016932595
exported,0.0003822362571320758,0.01123370110330993,0.019570099454603786,0.011402972917939319,0.020514490394008468
processing,0.00038161863166023667,0.02617853560682046,0.02133461661854347,0.02626756261453879,0.027678280690328884
noob,0.0003813467762214908,0.010732196589769307,0.012512030798845043,0.013235593565465283,0.015304461087593618
website,0.00038061998135682556,0.023470411233701104,0.023099133782483156,0.022602321319486866,0.012048192771084338
inside,0.0003804809470988071,0.027582748244734202,0.019249278152069296,0.02972917939319894,0.015630087919244546
basic,0.00037970635961321746,0.037713139418254764,0.0356111645813282,0.03960496843819996,0.03467925757082384
talking,0.00037940977401292356,0.011434302908726178,0.012512030798845043,0.007126858073712075,0.012699446434386193
read,0.00037845558155463673,0.02293547308592444,0.014543899048230136,0.02212719744790606,0.015195918810376642
message,0.00037778176544761674,0.026078234704112337,0.016522297080526147,0.03013642842598249,0.018886356235753826
chop,0.0003775899171615257,0.006619859578736209,0.01315367340391402,0.006923233557320301,0.011396939107782481
hop,0.0003775863028941056,0.01799398194583751,0.01754892524863651,0.018000407249032783,0.01960273526538587
showing,0.000377344983008781,0.023069207622868605,0.01668270773179339,0.021787823253919772,0.0185607294041029
exporting,0.00037590872957859594,0.016148445336008024,0.026948989412897015,0.02626756261453879,0.026050146532074242
simple,0.000375602304666925,0.0343530591775326,0.01668270773179339,0.03339442068825087,0.0162813415825464
sense,0.000375150868626161,0.022266800401203612,0.01828681424446583,0.019547953573610263,0.014978834255942689
collection,0.0003746029454989267,0.0156469408224674,0.0025665704202759063,0.009366727754021585,0.0039075219798111365
alternative,0.0003739443983311878,0.016349047141424274,0.010266281681103625,0.011810221950722868,0.006838163464669489
built,0.00037333705063017633,0.02637913741223671,0.011549566891241578,0.024231317450621053,0.008791924454575058
sort,0.0003733288958575222,0.025476429287863592,0.01700352903432788,0.02402769293422928,0.014653207424291761
order,0.00037198224057710227,0.021865596790371113,0.02213666987487969,0.02117694970474445,0.020188863562357537
le,0.00037071615920605377,0.05370053823442157,0.030749140334467503,0.055451831330069604,0.029352277782618865
envelope,0.00036938364469611456,0.02176529588766299,0.01315367340391402,0.01832620647525962,0.012373819602735266
analog,0.00036901248736326893,0.0279839518555667,0.012672441450112287,0.023213194868662187,0.012373819602735266
grid,0.00036793965426727227,0.022367101303911736,0.010587102983638113,0.020158827122785584,0.009443178117876913
called,0.0003642692241411323,0.018956870611835507,0.02021174205967276,0.020158827122785584,0.01953760989905568
online,0.0003640653374271639,0.02888665997993982,0.02197625922361245,0.027082060680105886,0.020840117225659396
separate,0.0003639340176018937,0.023069207622868605,0.01908886750080205,0.027082060680105886,0.02377075871051775
list,0.00036372459595770387,0.0141925777331996,0.04290984921398781,0.013693748727346772,0.04469228264408987
higher,0.0003635309352265086,0.012136409227683049,0.01395572666025024,0.013846467114640602,0.013025073266037121
3rd,0.00036280092403321635,0.018254764292878634,0.0178055822906641,0.016493585827733658,0.014653207424291761
literally,0.0003624799433690823,0.013440320962888667,0.01908886750080205,0.013235593565465283,0.015630087919244546
genre,0.00036239791141690644,0.011334002006018053,0.01828681424446583,0.010384850335980453,0.01823510257245197
band,0.0003607992048835568,0.019859578736208625,0.008822585819698428,0.015679087762166564,0.011396939107782481
adding,0.00036067648760713353,0.017753259779338015,0.02053256336220725,0.020973325188352678,0.01823510257245197
case,0.0003605855380994666,0.031093279839518557,0.01908886750080205,0.03461616778660151,0.024422012373819604
source,0.0003602356507078616,0.014593781344032096,0.011709977542508822,0.015984524536754224,0.010582872028655162
white,0.0003580429387210362,0.009027081243731194,0.010747513634905358,0.006515984524536754,0.0081406707912732
actual,0.0003576914547403927,0.03179538615847543,0.03440808469682387,0.03329260843005498,0.031097362422663626
light,0.00035723248260372133,0.01725175526579739,0.011068334937439845,0.015577275503970677,0.010745685444480626
upgrade,0.00035659339956945163,0.031544633901705116,0.011790182868142445,0.036550600692323354,0.011885379355258874
error,0.00035614058385837746,0.033600802407221665,0.0396214308630093,0.03013642842598249,0.03777271247150765
hat,0.0003561044331830793,0.0160481444332999,0.017163939685595122,0.015271838729383017,0.023445131878866817
clicking,0.00035597912998099946,0.018154463390170513,0.02165543792107796,0.017308083893300755,0.017909475740801043
artist,0.0003557574004245177,0.010832497492477432,0.02165543792107796,0.01425371614742415,0.024096385542168676
unique,0.0003552498196742617,0.0044132397191574725,0.013795316008982997,0.009366727754021585,0.014327580592640833
scene,0.00035521444451133683,0.03600802407221665,0.001122874558870709,0.041335776827530035,0.0016281341582546401
shortcut,0.000354942106540192,0.02176529588766299,0.021495027269810715,0.026063938098147017,0.019211983067404754
scale,0.0003544163419163874,0.018254764292878634,0.026948989412897015,0.017511708409692527,0.011396939107782481
mute,0.0003529705727169614,0.010631895687061183,0.01892845684953481,0.007737731622887396,0.007489417127971344
method,0.00035284207563785803,0.014543630892678034,0.017324350336862367,0.021584198737528,0.013025073266037121
stock,0.00035217912243489424,0.03149448345035105,0.02406159769008662,0.029525554876807168,0.01953760989905568
particular,0.0003509632211625045,0.013440320962888667,0.007218479307025986,0.013439218081857055,0.010420058612829698
based,0.00035095717956762693,0.01945837512537613,0.014918190567853706,0.023824068417837508,0.010745685444480626
editing,0.00035088777778113006,0.017953861584754264,0.01122874558870709,0.016493585827733658,0.009443178117876913
ton,0.0003470330700860107,0.197981444332999,0.013835418671799807,0.2026063938098147,0.011600455877564312
purchased,0.0003460424292878333,0.01534603811434303,0.009945460378569138,0.021380574221136223,0.012373819602735266
layer,0.000345586294133356,0.011033099297893681,0.015559833172922682,0.014151903889228263,0.01416476717681537
longer,0.0003427782796929439,0.02086258776328987,0.01588065447545717,0.021584198737528,0.01953760989905568
crazy,0.00034236870393277054,0.014744232698094283,0.01203079884504331,0.016289961311341885,0.011396939107782481
normally,0.00034099128962635774,0.00962888665997994,0.015399422521655439,0.012828344532681736,0.012048192771084338
recreate,0.00034000940471183555,0.008625877632898696,0.009143407122232916,0.007534107106495622,0.010745685444480626
connect,0.00033980445484248326,0.024272818455366097,0.01700352903432788,0.02250050906129098,0.016932595245848257
favorite,0.0003391182122410967,0.011434302908726178,0.008180943214629451,0.00855222968845449,0.006838163464669489
life,0.0003381343111100067,0.01995987963891675,0.016201475777991657,0.01873345550804317,0.013025073266037121
template,0.0003371887255835981,0.024674022066198596,0.02358036573628489,0.01995520260639381,0.01986323673070661
bundle,0.0003371543125175524,0.009227683049147442,0.014918190567853706,0.004683363877010792,0.013025073266037121
release,0.00033689879416670833,0.015195586760280842,0.010346487006737248,0.01517002647118713,0.009605991533702377
distortion,0.0003365843954913426,0.012437311935807422,0.014436958614051972,0.010588474852372225,0.018886356235753826
extra,0.00033656286257064273,0.016449348044132398,0.010907924286172602,0.01710445937690898,0.011722565939433409
clean,0.00033652407771118313,0.017753259779338015,0.016361886429258902,0.011402972917939319,0.0162813415825464
delete,0.0003358555952969807,0.019408224674022066,0.016843118383060636,0.01710445937690898,0.021328557473135785
lost,0.0003357788321486882,0.020160481444333,0.018768046198267566,0.020362451639177357,0.01660696841419733
price,0.0003353961107405637,0.02276830491474423,0.015559833172922682,0.021787823253919772,0.010094431781178768
mapped,0.00033537001926274427,0.0160481444332999,0.0027269810715431506,0.01934432905721849,0.0032562683165092803
license,0.00033476956250527067,0.03851554663991976,0.01507860121912095,0.044186520057014865,0.00976880494952784
simply,0.0003341474308622546,0.020361083249749248,0.020372152710940006,0.023824068417837508,0.013025073266037121
lol,0.00033366695757854807,0.016148445336008024,0.02053256336220725,0.012421095499898187,0.020840117225659396
number,0.0003334833102178121,0.020561685055165497,0.0178055822906641,0.03013642842598249,0.012373819602735266
code,0.0003332782906226255,0.020361083249749248,0.011068334937439845,0.0246385664834046,0.007489417127971344
changed,0.0003330353109152651,0.022668004012036107,0.02245749117741418,0.02219507228670332,0.0185607294041029
jump,0.0003321637281968023,0.01444332998996991,0.0052935514918190565,0.012421095499898187,0.005210029306414849
copy,0.0003320819641007874,0.030792377131394183,0.02855309592556946,0.029321930360415395,0.024096385542168676
stuck,0.00033147344527573305,0.017352056168505516,0.016843118383060636,0.017918957442476072,0.0162813415825464
cheer,0.00033075631949628384,0.01805416248746239,0.009143407122232916,0.02117694970474445,0.008466297622924128
adjust,0.00032990137809721864,0.017051153460381142,0.016041065126724416,0.016697210344125434,0.01660696841419733
decent,0.0003297132972374694,0.01354062186559679,0.014116137311517485,0.014457340663815923,0.013676326929338978
compression,0.00032938878728812777,0.01534603811434303,0.014116137311517485,0.014050091631032376,0.02474763920547053
turned,0.00032878847806123594,0.018956870611835507,0.017324350336862367,0.0177153329260843,0.01823510257245197
stem,0.00032746114538984483,0.022266800401203612,0.022297080526146935,0.028100183262064753,0.020840117225659396
speed,0.0003273318825669157,0.018956870611835507,0.016522297080526147,0.022398696803095093,0.012373819602735266
crash,0.00032671724382433564,0.03234704112337011,0.01700352903432788,0.030849114233353694,0.02474763920547053
lead,0.00032622285484485417,0.013941825476429288,0.017965992941931345,0.01812258195886785,0.025398892868772387
decided,0.0003260775422650821,0.020762286860581746,0.019890920757138275,0.020769700671960906,0.017258222077499184
break,0.00032567636563091666,0.011634904714142427,0.011709977542508822,0.009570352270413357,0.011071312276131553
information,0.00032548749366249186,0.020461384152457372,0.013474494706448507,0.02219507228670332,0.012048192771084338
creative,0.00032509982312512093,0.011434302908726178,0.010747513634905358,0.01364284259824883,0.006186909801367633
sidechain,0.0003249251620460719,0.011835506519558676,0.01668270773179339,0.009366727754021585,0.014653207424291761
microphone,0.00032481238705116185,0.01624874623871615,0.02213666987487969,0.016289961311341885,0.026050146532074242
db,0.0003243637408900706,0.013691073219658977,0.018367019570099456,0.015577275503970677,0.01904916965157929
routed,0.00032399182418069606,0.006720160481444333,0.014757779916586462,0.0057014864589696596,0.013676326929338978
greatly,0.00032391459000787547,0.02517552657973922,0.020372152710940006,0.02504581551618815,0.01986323673070661
added,0.00032291710504232893,0.019157472417251756,0.02197625922361245,0.020769700671960906,0.014001953760989906
technique,0.00032229016951812857,0.012437311935807422,0.009945460378569138,0.009570352270413357,0.006186909801367633
asking,0.00032024785679724,0.0156469408224674,0.015559833172922682,0.016493585827733658,0.01823510257245197
various,0.00031964003164365774,0.01745235707121364,0.009624639076034648,0.015271838729383017,0.006838163464669489
guess,0.00031945097743463804,0.01835506519558676,0.014757779916586462,0.023009570352270414,0.017583848909150115
render,0.00031919196754400035,0.01123370110330993,0.016201475777991657,0.011199348401547547,0.025398892868772387
sync,0.00031911265819410846,0.03119358074222668,0.01588065447545717,0.03135817552433313,0.014653207424291761
vst3,0.00031885735740586605,0.020060180541624874,0.009785049727301893,0.022602321319486866,0.005535656138065777
helpful,0.00031759638241816453,0.012537612838515547,0.010747513634905358,0.015271838729383017,0.010420058612829698
